dt,co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi
1607900400,2002.72,25.03,30.85,0,17.64,143.8,166.22,13.93,5
1607904000,1922.61,25.48,40.44,0.18,27.42,150.52,172,10.39,5
1607907600,1588.82,22.35,60.32,3.17,45.3,143.03,162.97,5.32,5
1607911200,1762.39,22.8,64.43,5.41,45.3,164.37,184.63,5,5
1607914800,2082.82,20.79,73.34,4.2,50.55,188.31,208.45,5.89,5
1607918400,1415.25,6.26,52.09,31.47,33.38,110.76,120.58,4.05,5
1607922000,1108.17,2.99,33.24,65.09,23.13,79.18,84.69,3.64,5
1607925600,1014.71,1.68,22.62,108.72,20.27,73.51,77.97,3.71,5
1607929200,988.01,0.84,15.94,147.34,16.93,78.34,82.85,6.02,5
1607932800,1041.41,0.68,18.51,165.94,18.6,91.02,96.68,8.74,5
1607936400,1068.12,0.65,26.73,155.93,25.75,94.15,101.07,9.25,5
1607940000,1188.28,0.4,40.44,100.14,26.23,85.39,94.87,19.76,5
1607943600,1455.31,0.02,57.58,55.79,27.9,88.37,101.33,40.53,5
1607947200,1789.09,0,69.23,33.26,28.13,102.89,119.2,63.33,5
1607950800,2136.23,0.08,80.88,17.35,29.09,120.26,140.43,88.16,5
1607954400,2296.45,1.98,82.25,3.26,27.18,123.84,148.41,94.24,5
1607958000,2189.64,7.49,61.01,0.21,19.07,111.64,139.56,63.33,5
1607961600,1455.31,3.8,39.07,0.98,12.16,65.36,91.59,11.53,5
1607965200,1308.44,5.53,30.85,0.37,10.61,58.17,82.36,8.23,5
1607968800,1228.33,7.26,28.1,0.17,11.92,55.44,77.75,8.11,5
1607972400,1081.47,5.81,28.1,0.16,13.83,49.93,69.5,7.85,4
1607976000,1001.36,3.91,25.71,0.22,10.13,46.48,63.21,7.47,4
1607979600,934.6,2.04,23.65,0.87,6.62,43.25,55.53,6.71,4
1607983200,867.84,0.62,22.28,3.31,4.83,40.99,49.41,5.89,4
1607986800,807.76,0.27,20.22,5.81,4.05,39.54,46.06,5.45,4
1607990400,767.71,0.48,17.82,6.44,3.64,38.78,44.19,5.38,4
1607994000,767.71,2.35,14.74,9.3,3.76,40.71,45.65,5.07,4
1607997600,787.74,2.71,14.74,15.74,4.11,44.39,49.02,4.81,4
1608001200,814.44,1.55,15.25,32.9,4.23,49.2,53.67,5.19,4
1608004800,634.19,0.43,8.82,68.67,3.13,40.71,43.03,2.6,4
1608008400,560.76,0.19,4.67,87.26,2.3,33.82,35.28,2.63,4
1608012000,540.73,0.15,3.64,97.28,1.94,32.89,34.27,3.07,4
1608015600,600.82,0.19,5.1,95.84,2.12,35.13,36.94,6.14,4
1608019200,714.3,0.17,7.88,85.12,2.53,40.78,43.41,8.99,4
1608022800,821.11,0.06,11.48,77.96,3.87,48.42,51.78,8.49,4
1608026400,1014.71,0,21.42,60.8,6.68,65.5,70.49,8.99,5
1608030000,1255.04,0,29.47,33.98,6.91,82.11,89.02,10.26,5
1608033600,1455.31,0.04,33.59,19.13,7.03,93.89,102.12,10.89,5
1608037200,1602.17,0.15,38.73,12.88,8.11,108,117.39,10.51,5
1608040800,1735.69,0.26,41.47,9.74,8.7,116.31,125.56,9.63,5
1608044400,1815.8,0.25,39.41,8.67,8.35,113.56,121.87,8.99,5
1608048000,1762.39,0.14,32.9,11.09,7.63,103.98,111.3,8.36,5
1608051600,1708.98,0.24,27.76,9.12,5.07,95.86,103,9.63,5
1608055200,1682.28,0.41,23.99,6.71,3.4,87.36,94.33,10.89,5
1608058800,1562.12,0.5,20.22,5.68,2.44,75.31,81.65,11.15,5
1608062400,1361.85,0.61,16.97,4.65,1.91,60.73,66.9,10.01,5
1608066000,1161.58,0.78,14.74,3.26,1.67,47.21,53.16,8.99,4
1608069600,988.01,0.91,13.37,2.41,1.55,35.92,41.6,8.04,4
1608073200,867.84,0.95,12.34,2.33,1.57,28.78,34.27,7.66,4
1608076800,787.74,0.99,11.82,4.11,1.83,24.13,29.67,7.35,3
1608080400,720.98,2.74,9.6,10.28,2.41,20.03,26.65,7.03,3
1608084000,814.44,6.87,11.31,15.2,5.84,22.35,32.24,8.36,3
1608087600,1041.41,9.84,18.85,32.19,11.68,31.31,44.59,10.26,4
1608091200,687.6,2.68,14.22,76.53,11.8,26.81,34.1,4.75,4
1608094800,587.46,0.96,10.88,95.84,10.13,27.22,33.29,3.99,4
1608098400,587.46,0.78,13.88,98.71,13.71,29.79,36.62,4.43,4
1608102000,580.79,0.59,14.74,98.71,14.66,29.35,36.16,4.69,4
1608105600,587.46,0.85,16.28,100.14,15.02,29.7,36.26,5.26,4
1608109200,674.25,1.13,24.33,105.86,23.37,37.49,44.95,6.52,4
1608112800,894.55,0.75,42.16,101.57,36.72,56.93,67.28,9.63,5
1608116400,1228.33,0.03,61.01,81.54,42.44,90.4,105.21,12.29,5
1608120000,1495.36,0,62.38,67.23,35.29,136.86,154.89,9.75,5
1608123600,1815.8,0.01,62.38,37.55,19.07,161.75,183.22,10.13,5
1608127200,2243.04,0.56,64.43,8.49,11.09,179.63,205.73,14.31,5
1608130800,2670.29,4.14,63.06,0.39,10.49,199.36,228.69,23.81,5
1608134400,2990.72,8.49,61.01,0.02,10.85,206.04,235.23,32.42,5
1608138000,3044.13,11.4,50.04,0.01,7.03,191.63,216.95,21.28,5
1608141600,2803.8,11.74,38.39,0.03,4.47,156.71,175.82,12.16,5
1608145200,1789.09,2.38,34.27,1.74,4.05,82.08,93.31,9.12,5
1608148800,1201.63,0.47,22.96,5.99,2.47,46.51,53.86,9.25,4
1608152400,907.9,0.18,16.45,10.1,2,30.3,35.58,9.75,4
1608156000,754.36,0.12,13.54,12.34,1.82,22.43,27.02,9.37,3
1608159600,667.57,0.11,12,12.88,1.97,18.54,23.02,8.36,2
1608163200,607.49,0.49,10.8,14.84,2.71,15.68,20.26,7.16,2
1608166800,574.11,3.27,9.85,20.21,5.84,13.3,18.74,6.21,2
1608170400,707.63,6.37,13.88,23.6,10.97,16.7,23.93,7.35,2
1608174000,774.38,6.87,18.17,33.98,16.21,20.76,28.86,7.79,3
1608177600,567.44,1.61,14.4,50.78,11.44,17.54,22.43,4.56,2
1608181200,500.68,1.54,11.14,63.66,10.25,17.75,21.64,3.71,2
1608184800,494,1.52,10.54,84.4,12.88,22.33,26.32,3.52,3
1608188400,460.63,0.81,7.88,104.43,11.09,25.28,28.88,3.2,4
1608192000,440.6,0.52,8.05,103,8.82,24.27,27.56,3.33,3
1608195600,453.95,0.44,11.82,90.84,9.78,22.26,25.48,3.77,3
1608199200,774.38,0.79,26.39,43.99,10.85,30.25,36.73,13.93,4
1608202800,1321.79,1.41,43.87,7.78,11.8,47.7,59.9,22.8,4
1608206400,1842.5,8.49,45.24,0.14,10.97,68.26,86.56,25.84,5
1608210000,2349.85,18.11,44.55,0,10.61,90.69,116.7,25.33,5
1608213600,2723.69,25.48,41.13,0,9.06,103.54,133.17,22.04,5
1608217200,2536.77,22.35,35.64,0.01,6.62,91.25,115.74,20.52,5
1608220800,1268.39,0.7,30.16,9.92,5.6,36.84,47.16,13.43,4
1608224400,734.33,0,15.77,23.96,3.1,20.34,26.06,10.64,3
1608228000,534.06,0,11.65,28.25,2.98,14.09,17.73,8.87,2
1608231600,433.92,0,8.82,33.26,3.07,10.24,12.52,7.41,2
1608235200,417.23,0,8.65,34.33,2.8,9.35,11.53,7.66,1
1608238800,423.91,0,10.37,32.9,3.43,9.63,12.18,7.92,1
1608242400,440.6,0,12.85,29.68,4.83,10.24,13.28,8.04,2
1608246000,453.95,0,13.37,28.61,5.31,10.41,13.65,8.04,2
1608249600,473.98,0.04,13.02,28.61,4.83,10.64,14.28,8.23,2
1608253200,547.41,0.99,15.25,24.68,6.68,12.37,17.71,8.74,2
1608256800,707.63,4.3,19.02,21.82,12.88,16.83,24.59,10.01,2
1608260400,841.14,7.6,22.62,31.47,20.74,22.85,32.22,10.26,3
1608264000,660.9,1.66,19.71,55.79,16.21,21.39,27.63,6.02,3
1608267600,587.46,0.92,16.79,63.66,12.99,20.74,26.06,4.81,3
1608271200,554.09,0.87,15.59,65.8,11.92,19.8,24.7,4.24,2
1608274800,507.36,0.33,11.31,67.23,7.63,16.37,19.88,4.12,2
1608278400,494,0.13,9.17,62.23,4.47,13.81,16.38,4.75,2
1608282000,500.68,0.05,9.51,54.36,3.31,12.28,14.52,5.45,2
1608285600,801.09,0.09,21.08,25.75,4.77,20.16,24.61,15.83,3
1608289200,1321.79,3.07,33.93,2.84,7.15,36.71,44.81,27.11,4
1608292800,1789.09,12.85,32.9,0.02,9.42,55.67,67.14,40.53,5
1608296400,2136.23,22.35,32.56,0,12.16,74.82,89.72,55.22,5
1608300000,2376.56,29.5,27.76,0,10.49,90.04,107.27,46.1,5
1608303600,2403.26,28.61,22.28,0,6.56,92.45,110.1,24.83,5
1608307200,2109.53,17.66,21.94,0,4.23,76.61,91.18,13.68,5
1608310800,1869.2,12.07,23.99,0.04,3.31,64.4,76.37,11.15,5
1608314400,1468.66,4.64,25.71,1.4,2.8,46.14,54.38,12.16,4
1608318000,660.9,0.01,11.65,25.75,2.15,17.07,19.89,8.61,2
1608321600,487.33,0,6.6,34.33,1.86,11.55,13.24,7.47,2
1608325200,473.98,0,6.68,33.98,1.94,11.09,12.84,6.84,2
1608328800,487.33,0,7.88,30.76,2.47,11.27,13.31,6.27,2
1608332400,514.03,0,8.65,26.82,2.98,11.59,13.83,6.08,2
1608336000,540.73,0.07,9.68,22.71,3.46,12.03,14.47,5.95,2
1608339600,594.14,0.64,12.34,17.35,5.25,12.83,16.04,5.76,2
1608343200,660.9,1.52,14.91,16.81,7.63,14.45,18.34,5.89,2
1608346800,674.25,1.66,15.59,22.53,8.46,15.61,19.61,5.51,2
1608350400,587.46,0.66,11.82,36.48,5.96,14.92,17.43,3.2,2
1608354000,547.41,0.42,9.85,47.92,4.47,15.98,18.01,2.38,2
1608357600,514.03,0.34,8.23,58.65,4.11,17.56,19.37,2.15,2
1608361200,480.65,0.13,5.57,68.67,3.43,17.3,18.71,2.15,2
1608364800,447.27,0.06,4.67,70.1,2.68,13.18,14.41,2.6,2
1608368400,427.25,0.04,5.06,66.52,2.65,9.28,10.48,3.17,1
1608372000,413.9,0.01,5.91,62.23,3.13,7.13,8.38,3.58,1
1608375600,410.56,0,6.6,57.94,3.52,6.22,7.55,3.9,1
1608379200,410.56,0,6.43,56.51,3.4,5.68,7.07,3.99,1
1608382800,440.6,0,6.43,56.51,4.17,6.42,7.99,3.9,1
1608386400,480.65,0,6.51,56.51,5.31,8.34,9.95,3.74,1
1608390000,507.36,0,7.03,52.93,6.26,9,10.62,3.58,1
1608393600,507.36,0,7.8,48.64,6.26,8.25,9.79,3.71,1
1608397200,500.68,0,8.48,44.7,5.6,7.53,8.94,4.24,1
1608400800,494,0,8.4,41.49,4.77,7.1,8.39,4.81,1
1608404400,487.33,0,7.63,39.7,3.87,7.17,8.4,5.57,1
1608408000,494,0,7.28,37.91,3.43,7.46,8.71,6.27,1
1608411600,500.68,0,7.11,36.12,3.22,7.52,8.74,6.46,1
1608415200,480.65,0,6.68,35.41,2.8,7.13,8.34,6.14,1
1608418800,453.95,0,5.74,36.48,2.33,6.39,7.57,5.64,1
1608422400,433.92,0.02,5.18,38.62,2.03,5.83,7.11,5.19,1
1608426000,413.9,0.24,4.88,40.77,1.88,5.4,6.82,4.69,1
1608429600,400.54,0.56,4.41,45.42,1.73,5.15,6.71,4.31,1
1608433200,370.5,0.51,3.26,55.79,1.48,5.1,6.56,3.67,1
1608436800,330.45,0.18,2.12,63.66,1.15,4.67,5.74,2.6,1
1608440400,320.44,0.15,1.8,67.95,1.01,4.55,5.57,2.25,1
1608444000,320.44,0.14,1.78,73.67,1.07,4.91,5.93,2.09,1
1608447600,327.11,0.11,1.67,80.11,1.12,5.83,6.78,1.96,2
1608451200,330.45,0.09,1.86,82.97,1.1,6.58,7.5,2.01,2
1608454800,337.12,0.06,2.27,81.54,1.21,6.87,7.78,2.12,2
1608458400,357.15,0.03,3.13,77.25,1.52,7.2,8.14,2.38,1
1608462000,390.53,0,4.24,72.24,1.94,7.58,8.68,2.82,1
1608465600,403.88,0,4.71,66.52,2.18,7.54,8.81,3.2,1
1608469200,397.21,0,4.97,61.51,2.47,7.38,8.85,3.39,1
1608472800,390.53,0,4.8,59.37,2.44,7.03,8.52,3.45,1
1608476400,383.85,0,4.58,57.94,2.27,6.71,8.15,3.55,1
1608480000,380.52,0,4.54,57.22,2.09,6.24,7.58,3.83,1
1608483600,383.85,0,4.71,55.08,1.94,5.88,7.1,4.31,1
1608487200,387.19,0,4.88,52.93,1.79,5.55,6.72,4.88,1
1608490800,390.53,0,4.58,50.78,1.68,5.35,6.5,5.38,1
1608494400,390.53,0,4.41,49.35,1.59,5.18,6.3,5.57,1
1608498000,390.53,0,4.37,47.21,1.59,5.2,6.35,5.51,1
1608501600,387.19,0,4.24,45.78,1.61,5.28,6.48,5.13,1
1608505200,390.53,0,3.94,45.78,1.65,5.13,6.3,4.69,1
1608508800,393.87,0.01,4.03,45.78,1.79,4.86,6.1,4.31,1
1608512400,407.22,0.17,4.41,47.21,1.97,4.88,6.27,3.96,1
1608516000,417.23,0.45,4.11,52.93,2,5.59,7.15,3.55,1
1608519600,403.88,0.45,3.04,65.8,1.79,7.56,9.15,2.91,1
1608523200,370.5,0.29,1.65,78.68,1.55,10.17,11.37,2.09,2
1608526800,360.49,0.21,1.29,85.83,1.52,12.06,13.09,1.9,2
1608530400,360.49,0.18,1.21,88.69,1.52,12.51,13.46,1.84,2
1608534000,370.5,0.17,1.39,89.41,1.59,12.46,13.35,2.12,2
1608537600,380.52,0.19,1.89,85.83,1.67,11.55,12.48,2.69,2
1608541200,380.52,0.17,2.51,79.39,1.7,9.97,10.94,3.14,1
1608544800,383.85,0.05,3.56,70.1,1.82,8.04,9.06,3.45,1
1608548400,393.87,0,4.67,62.23,1.97,7,8.15,3.64,1
1608552000,400.54,0,5.1,60.08,2.06,6.95,8.26,3.74,1
1608555600,410.56,0,5.74,57.94,2.5,7.53,9.25,3.86,1
1608559200,413.9,0,5.66,57.22,2.68,7.84,9.67,4.02,1
1608562800,410.56,0,5.27,56.51,2.47,7.39,9.16,4.05,1
1608566400,400.54,0,4.88,55.79,2.12,6.76,8.31,4.12,1
1608570000,390.53,0,4.41,55.08,1.74,6.07,7.32,4.24,1
1608573600,373.84,0,3.68,54.36,1.54,5.29,6.27,4.37,1
1608577200,360.49,0,3.09,55.79,1.43,4.67,5.45,4.18,1
1608580800,360.49,0,2.83,57.22,1.42,5.03,5.7,3.93,1
1608584400,370.5,0,2.83,57.94,1.55,6.65,7.31,3.71,1
1608588000,387.19,0,2.87,57.94,1.74,9.09,9.76,3.48,1
1608591600,403.88,0,2.87,57.94,1.94,11.41,12.11,3.23,2
1608595200,423.91,0,3.13,58.65,2.18,12.84,13.7,3.04,2
1608598800,453.95,0.02,3.86,58.65,2.5,13.92,14.78,2.72,2
1608602400,480.65,0.07,4.5,57.94,2.68,15.59,16.41,2.66,2
1608606000,500.68,0.13,4.54,57.94,2.74,18.25,19.1,2.6,2
1608609600,494,0.16,4.2,58.65,2.68,20.44,21.41,2.63,3
1608613200,487.33,0.14,3.81,61.51,2.59,21.04,22.24,2.85,3
1608616800,467.3,0.09,3.38,65.8,2.44,19.99,21.19,2.63,2
1608620400,447.27,0.07,2.91,71.53,2.38,17.38,18.49,2.31,2
1608624000,440.6,0.06,3.13,72.24,2.53,14.86,15.92,2.63,2
1608627600,433.92,0.05,3.68,68.67,2.77,12.3,13.39,3.07,2
1608631200,440.6,0.01,4.41,63.66,3.01,11.9,13.06,3.36,2
1608634800,453.95,0,5.01,61.51,3.31,13.36,14.54,3.29,2
1608638400,460.63,0,4.97,61.51,3.64,15.33,16.6,3.07,2
1608642000,453.95,0,4.97,60.08,3.61,16.24,17.85,3.07,2
1608645600,453.95,0,5.01,57.94,3.55,15.63,17.47,3.64,2
1608649200,447.27,0,4.97,55.79,3.37,14.25,16.08,4.18,2
1608652800,440.6,0,5.01,53.64,3.1,12.68,14.42,4.75,2
1608656400,433.92,0,5.31,51.5,2.74,11.15,12.73,5.19,2
1608660000,427.25,0,5.44,49.35,2.41,10.01,11.46,5.64,2
1608663600,427.25,0,5.06,47.92,2.27,9.57,10.87,6.33,1
1608667200,440.6,0,5.18,45.42,2.15,9.7,10.96,7.41,1
1608670800,453.95,0,5.57,42.92,2.06,10.19,11.59,8.04,2
1608674400,467.3,0,6,40.41,2,10.94,12.49,8.36,2
1608678000,473.98,0,6.17,38.62,2,11.6,13.29,8.23,2
1608681600,494,0.01,6.86,36.84,2.24,12.62,14.62,8.11,2
1608685200,534.06,0.25,7.97,35.41,2.65,14.2,16.67,8.11,2
1608688800,574.11,0.66,8.31,38.27,2.89,16.07,18.87,7.92,2
1608692400,567.44,0.75,7.03,48.64,2.77,17.68,20.46,6.78,2
1608696000,473.98,0.34,4.41,61.51,2.03,15.95,18.03,4.37,2
1608699600,427.25,0.23,3.56,67.95,1.68,14.77,16.66,3.74,2
1608703200,413.9,0.23,4.2,71.53,1.85,15.14,17.26,3.67,2
1608706800,407.22,0.08,4.93,71.53,2.44,14.34,16.32,3.52,2
1608710400,433.92,0.09,8.65,63.66,4.95,14.33,16.48,3.86,2
1608714000,514.03,0.13,18.34,50.78,13.35,16.98,19.89,4.81,2
1608717600,767.71,0.25,41.47,27.54,30.28,25.86,30.81,8.61,4
1608721200,1134.87,1.45,62.38,6.17,42.44,37.84,45.31,12.29,4
1608724800,1468.66,9.84,65.12,0.15,44.35,48.35,57.88,11.78,4
1608728400,1789.09,23.69,60.32,0,41.96,59.39,71.58,10.26,5
1608732000,1949.31,32.19,53.47,0,34.81,67.62,82,10.01,5
1608735600,1976.01,33.98,46.61,0,27.42,72.63,88.52,10.64,5
1608739200,2029.42,35.32,41.47,0,21.94,79.27,96.31,12.29,5
1608742800,2136.23,40.68,38.04,0,20.5,90.49,108.46,14.19,5
1608746400,2269.75,48.28,35.99,0,22.17,102.68,121.83,16.47,5
1608750000,2349.85,53.2,33.24,0,20.03,112.63,132.24,17.48,5
1608753600,2376.56,55.43,30.85,0,16.45,117.03,135.48,14.57,5
1608757200,2269.75,53.2,30.16,0,14.07,114.48,129.68,11.91,5
1608760800,2056.12,45.6,29.13,0,12.4,103.28,116.74,10.01,5
1608764400,1815.8,34.87,26.05,0,10.01,88.63,101.75,8.74,5
1608768000,1535.42,24.14,23.31,0.19,9.18,72.56,85.94,7.6,5
1608771600,1241.68,19,24.68,3.89,16.21,55.97,69.52,6.71,5
1608775200,1361.85,25.71,32.22,11.27,30.99,60.42,77.17,8.74,5
1608778800,1508.71,26.15,50.04,29.33,52.45,67.65,85.48,11.27,5
1608782400,867.84,8.49,35.64,72.96,40.53,37.45,46.24,6.52,4
1608786000,567.44,2.82,20.22,100.14,25.75,27.64,32.83,4.56,4
1608789600,427.25,1.33,13.2,100.14,17.64,19.6,22.86,3.48,2
1608793200,373.84,1.05,10.8,90.84,12.88,13.66,16.02,2.95,2
1608796800,377.18,1.24,11.48,85.83,12.4,12.68,15.07,2.98,2
1608800400,390.53,1.37,13.02,77.25,12.28,12.58,15.21,3.14,2
1608804000,473.98,1.41,22.28,59.37,16.69,14.64,18.3,4.56,2
1608807600,667.57,0.26,41.47,33.26,26.94,20.26,26.15,6.9,3
1608811200,754.36,0,45.24,21.46,28.13,23.78,31.39,7.66,3
1608814800,834.47,0.01,47.3,15.74,29.33,28.45,38.52,8.36,4
1608818400,974.66,0.1,51.41,9.57,31.47,35.32,48.52,9.37,4
1608822000,1108.17,0.69,55.52,4.25,34.81,42.47,58.47,9.88,4
1608825600,1255.04,4.08,53.47,0.74,32.42,50.91,68.83,9.75,5
1608829200,1415.25,11.4,46.61,0.04,26.7,60.13,79.46,10.01,5
1608832800,1562.12,19.22,40.78,0,22.65,67.19,87.47,11.15,5
1608836400,1735.69,26.82,33.59,0,15.5,77.15,98.8,15.58,5
1608840000,2002.72,35.32,26.05,0,9.78,93.65,117.13,23.81,5
1608843600,2269.75,43.81,21.42,0,8.58,111.56,136.88,37.49,5
1608847200,2536.77,51.86,19.71,0,9.18,130.78,157.72,49.14,5
1608850800,2830.51,60.8,16.28,0,7.15,151.24,179.27,33.95,5
1608854400,3044.13,67.95,14.57,0.02,6.5,168.44,197.06,16.47,5
1608858000,2082.82,49.62,39.07,1.06,31.47,128.18,152.79,8.74,5
1608861600,1976.01,58.12,40.44,2.19,47.68,118.21,143.62,10.26,5
1608865200,2056.12,65.27,46.61,3,65.8,109.8,136.27,13.55,5
1608868800,1174.93,21.68,47.3,13.23,48.64,51.84,64.79,7.6,5
1608872400,801.09,7.6,40.1,26.11,36.72,27.48,35.2,5.95,4
1608876000,634.19,4.47,33.93,38.27,33.85,18.33,24.33,5.38,2
1608879600,520.71,2.77,25.36,56.51,28.85,14.32,18.59,4.56,2
1608883200,494,2.35,22.96,65.8,26.7,13.67,17.07,4.31,2
1608886800,487.33,2.18,23.65,66.52,26.23,13.35,16.75,4.56,2
1608890400,600.82,2.01,33.24,48.64,27.42,15.69,20.54,7.79,2
1608894000,921.25,0.65,61.69,16.27,40.05,24.76,32.51,12.41,3
1608897600,1268.39,3.97,76.08,1.2,49.11,35.41,45.7,14.44,4
1608901200,1495.36,15.42,69.92,0.02,47.21,45.01,58.68,14.31,4
1608904800,1815.8,28.61,58.95,0,39.1,58.88,77.78,14.31,5
1608908400,2162.93,38.89,52.78,0,31.95,77.09,101.82,13.93,5
1608912000,2563.48,46.94,49.35,0,27.42,98.19,128.51,13.43,5
1608915600,2937.32,55.43,47.98,0,27.18,120.82,155.83,12.54,5
1608919200,3044.13,60.8,45.24,0,28.37,131.41,167,11.4,5
1608922800,2696.99,54.99,40.1,0,24.32,119.7,151.31,10.89,5
1608926400,2296.45,46.49,33.93,0,17.41,104.81,131.71,11.65,5
1608930000,2002.72,41.13,28.79,0,13.47,94.07,117.6,13.17,5
1608933600,1842.5,39.79,25.02,0,12.76,88.61,110.11,13.81,5
1608937200,1789.09,42.02,22.62,0,13.71,89.75,110.56,12.41,5
1608940800,1815.8,43.36,25.36,0.2,18.12,93.42,114.46,10.64,5
1608944400,1468.66,33.08,35.64,5.72,32.42,79.29,98.38,7.73,5
1608948000,1335.14,24.14,36.33,18.06,30.28,73.57,91.69,7.79,5
1608951600,1281.74,11.29,41.47,55.08,27.18,76.9,93.79,8.74,5
1608955200,801.09,2.12,19.54,113.01,14.66,53.51,62.04,5.13,5
1608958800,634.19,0.7,13.88,135.9,13.83,44.74,50.25,4.24,4
1608962400,674.25,0.39,21.59,133.04,25.75,44.12,49.7,4.94,4
1608966000,667.57,0.35,27.42,104.43,32.9,34.99,40.74,5.45,4
1608969600,600.82,0.24,28.79,76.53,29.8,24.84,30.34,5.51,3
1608973200,547.41,0.13,27.42,57.22,24.08,17.65,22.9,5.64,2
1608976800,540.73,0.09,26.73,43.63,17.64,15.84,22.09,8.36,2
1608980400,580.79,0.01,24.68,36.84,10.85,18.33,26.37,12.29,2
1608984000,627.52,0,19.02,37.55,6.08,22.05,30.75,13.93,3
1608987600,647.54,0,17.14,38.62,4.59,24.85,33.96,12.03,3
1608991200,647.54,0,16.79,38.62,4.35,26.59,36.84,9.88,4
1608994800,647.54,0,16.11,38.98,4.17,28.28,39.5,8.36,4
1608998400,660.9,0,15.59,37.55,3.82,30.59,42.14,7.35,4
1609002000,707.63,0,16.62,32.54,3.37,34.52,46.29,7.6,4
1609005600,787.74,0.01,18.68,25.75,3.25,40.37,52.95,8.74,4
1609009200,867.84,0.02,19.36,20.92,3.01,45.88,58.82,9.88,4
1609012800,907.9,0.04,18.68,16.99,2.53,49.38,61.85,9.88,4
1609016400,934.6,0.08,17.65,13.77,2.21,50.79,62.59,9.37,5
1609020000,934.6,0.13,16.62,11.09,2,50.19,61.78,8.87,5
1609023600,947.95,0.19,15.42,8.76,1.94,48.9,60.87,8.61,4
1609027200,974.66,0.55,14.57,6.97,2.09,48.06,60.9,8.49,4
1609030800,934.6,2.71,11.31,17.17,2.5,44.18,57.95,6.97,4
1609034400,988.01,3.74,10.63,30.04,2.86,47.99,62.24,7.22,4
1609038000,1041.41,2.29,10.2,60.08,3.1,61.93,76.27,7.73,5
1609041600,767.71,0.54,4.33,97.28,2.5,63,74.34,5.19,5
1609045200,654.22,0.22,2.21,110.15,2.21,62.98,71.58,4.31,5
1609048800,647.54,0.16,1.86,118.73,2.24,67.56,74.13,4.31,5
1609052400,654.22,0.13,1.93,121.59,2.24,71.06,75.91,4.5,5
1609056000,654.22,0.09,2.44,117.3,2.21,69.15,72.94,5.13,5
1609059600,660.9,0.04,3.17,111.58,2.18,65.7,69.1,6.02,5
1609063200,700.95,0,7.03,100.14,4.05,65.93,70.04,7.6,5
1609066800,847.82,0,18.68,85.83,12.76,79.13,86.07,10.39,5
1609070400,947.95,0,23.31,74.39,15.5,86.81,96.48,10.77,5
1609074000,814.44,0,18.17,53.64,9.54,64.33,73.74,7.6,5
1609077600,707.63,0,15.08,44.7,6.97,47.72,56.9,6.02,4
1609081200,667.57,0,14.91,43.27,7.09,42.29,51.72,5.64,4
1609084800,707.63,0,16.79,37.19,6.68,41.75,52.01,6.08,4
1609088400,787.74,0.01,19.54,27.54,5.6,44.19,55.53,7.35,4
1609092000,867.84,0.04,21.94,19.31,5.07,46.99,59.58,9.37,4
1609095600,934.6,0.08,21.08,15.02,3.99,49.4,62.66,10.77,4
1609099200,921.25,0.08,18.17,14.66,2.95,49.36,62.21,9.75,4
1609102800,867.84,0.04,15.42,16.99,2.38,46.43,58.2,8.36,4
1609106400,761.03,0.02,12.85,21.28,2.21,42.27,54,7.35,4
1609110000,761.03,0.02,12.51,20.03,2.09,42.89,55.32,7.35,4
1609113600,774.38,0.04,12.17,19.49,2.21,43.77,57.24,6.97,4
1609117200,700.95,0.19,10.71,25.75,2.62,41.27,55.06,5.45,4
1609120800,714.3,0.94,9.85,28.97,2.68,42.32,55.72,5.38,4
1609124400,694.28,1.17,7.71,39.34,2.24,41.16,53.58,5.19,4
1609128000,540.73,0.32,3.38,71.53,1.28,33.66,41.41,3.67,4
1609131600,494,0.12,2.19,81.54,1,31.08,36.82,3.23,4
1609135200,494,0.08,2.16,83.69,0.98,31.31,36.88,3.42,4
1609138800,500.68,0.1,2.25,85.83,1.01,32.32,37.79,3.64,4
1609142400,514.03,0.13,2.34,89.41,1.12,33.77,39.07,3.9,4
1609146000,527.38,0.14,2.64,92.98,1.39,36.89,42.44,4.24,4
1609149600,580.79,0.11,4.37,90.84,2.12,42.35,48.88,6.02,4
1609153200,667.57,0.01,7.63,77.96,3.43,48.91,57.04,8.49,4
1609156800,741.01,0,10.97,62.94,4.89,51.34,61,9.88,5
1609160400,821.11,0,15.25,50.78,6.68,52.49,63.75,9.75,5
1609164000,934.6,0,20.74,38.98,8.46,57,70.19,8.99,5
1609167600,1028.06,0,26.05,26.82,8.58,59.18,73.65,7.85,5
1609171200,974.66,0.01,26.73,16.45,7.21,50.45,64.38,6.84,5
1609174800,854.49,0.04,23.65,12.7,5.72,38.38,50.74,6.33,4
1609178400,754.36,0.04,20.39,13.41,4.71,30.58,41.88,6.21,4
1609182000,694.28,0.03,17.48,15.56,4.11,27.73,38.7,6.14,4
1609185600,680.92,0.04,16.11,15.56,3.73,27.3,38.59,6.27,4
1609189200,680.92,0.06,15.25,14.31,3.49,27.66,39.56,6.52,4
1609192800,680.92,0.07,14.74,13.41,3.25,28.42,40.9,6.9,4
1609196400,707.63,0.09,14.22,12.16,2.98,30.04,43.3,7.35,4
1609200000,774.38,0.2,14.22,10.46,2.8,33.08,47.39,7.98,4
1609203600,854.49,1.08,14.22,10.19,2.92,36.25,51.4,8.61,4
